2021-01-26 00:00:00.058 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:04:47.380 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":136,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:47.380 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":136,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:47.381 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":136,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:47.381 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":136,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:47.598 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":137,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:47.599 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":137,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:47.599 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":137,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:47.599 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":137,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:47.829 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":138,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:47.829 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":138,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:47.830 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":138,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:47.830 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":138,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.036 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,4,228,147,4],"IDX":139,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.036 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,4,228,147,4],\"IDX\":139,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:48.037 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,4,228,147,4],\"IDX\":139,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:48.037 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,4,228,147,4],"IDX":139,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.265 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,10,234,147,4],"IDX":140,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.265 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,10,234,147,4],\"IDX\":140,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:48.265 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,10,234,147,4],\"IDX\":140,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:48.265 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,10,234,147,4],"IDX":140,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.476 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,9,233,147,4],"IDX":141,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.477 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,9,233,147,4],\"IDX\":141,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:48.477 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,9,233,147,4],\"IDX\":141,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:48.477 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,9,233,147,4],"IDX":141,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.698 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":142,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.699 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":142,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:48.699 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":142,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:48.699 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":142,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.917 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":143,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:48.917 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":143,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:48.918 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":143,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:48.918 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":143,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:50.042 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:04:50.043 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:05:00.063 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:05:00.063 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:05:10.045 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:05:10.046 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:05:20.062 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:05:20.062 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:05:30.053 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:05:30.054 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:05:40.047 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:05:40.048 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:05:50.044 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:05:50.044 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:06:00.060 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:06:00.060 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:06:10.047 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:06:10.048 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:06:20.062 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:06:20.063 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:06:30.060 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:06:30.060 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:06:40.049 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:06:40.049 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:06:50.109 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:06:50.110 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:07:00.056 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:07:00.057 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:07:10.044 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:07:10.044 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:07:20.081 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:07:20.081 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:07:30.049 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:07:30.050 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:07:40.137 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:07:40.138 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:07:50.056 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:07:50.057 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:08:00.051 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:08:00.051 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:08:10.054 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:08:10.055 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:08:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:08:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:08:30.051 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:08:30.052 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:08:40.043 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:08:40.044 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:08:50.054 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:08:50.055 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:09:00.049 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:09:00.050 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:09:10.051 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:09:10.051 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:09:20.042 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:09:20.042 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:09:30.051 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:09:30.052 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:09:40.048 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:09:40.048 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:09:46.731 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":149,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:46.731 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":149,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:09:46.732 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":149,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:09:46.732 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":149,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:46.937 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":150,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:46.938 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":150,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:09:46.938 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":150,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:46.938 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":150,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:09:47.151 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":151,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:47.151 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":151,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:09:47.152 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":151,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:09:47.152 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":151,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:47.362 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":152,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:47.362 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":152,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:09:47.363 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":152,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:09:47.363 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":152,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:47.574 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":153,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:47.574 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":153,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:09:47.575 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":153,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:09:47.575 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":153,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:47.783 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":154,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:09:47.783 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":154,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
